id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
34923,L49654,L,298.9,308.5,1503,26.3,145,0,0,0,0,0,0
34924,L56317,L,297.7,308.5,1731,37.6,104,0,0,0,0,0,0
34925,L54146,L,300.7,311.0,1431,42.9,161,0,0,0,0,0,0
34926,M17187,M,299.3,308.7,1420,42.3,205,0,0,0,0,0,0
34927,L52886,L,302.4,311.9,1290,70.0,139,1,0,0,0,0,0
34928,L53942,L,301.7,310.9,1535,37.2,202,0,0,0,0,0,0
34929,L55659,L,298.6,309.6,1408,47.9,99,0,0,0,0,0,0
34930,M17756,M,300.2,309.5,1539,35.3,80,0,0,0,0,0,0
34931,L47884,L,297.7,308.9,1495,33.7,94,0,0,0,0,0,0
34932,L49003,L,298.1,307.7,1414,48.7,0,0,0,0,0,0,0
34933,L47582,L,297.4,308.6,1548,38.7,180,0,0,0,0,0,0
34934,L50240,L,300.1,309.1,1420,47.7,27,0,0,0,0,0,0
34935,L54965,L,300.4,311.5,1409,52.3,44,0,0,0,0,0,0
34936,M15691,M,296.6,307.4,1455,43.7,124,0,0,0,0,0,0
34937,L56332,L,297.7,308.7,1392,44.3,137,0,0,0,0,0,0
34938,L54332,L,300.2,309.9,1676,30.3,170,0,0,0,0,0,0
34939,L49265,L,299.5,309.3,1548,37.6,5,0,0,0,0,0,0
34940,M23912,M,297.4,308.5,1729,29.1,129,0,0,0,0,0,0
34941,L49607,L,298.8,308.3,1650,34.8,30,0,0,0,0,0,0
34942,L54901,L,300.5,311.7,1408,47.5,102,0,0,0,0,0,0
34943,L55204,L,300.7,311.8,1704,29.3,26,0,0,0,0,0,0
34944,M22383,M,300.2,311.5,1418,47.3,15,0,0,0,0,0,0
34945,L48887,L,298.2,307.8,1581,30.8,24,0,0,0,0,0,0
34946,L47881,L,297.7,308.8,1609,32.2,82,0,0,0,0,0,0
34947,L48709,L,298.2,308.9,1512,34.6,203,0,0,0,0,0,0
34948,L48961,L,298.2,307.7,1475,42.4,48,0,0,0,0,0,0
34949,L48318,L,296.9,307.9,2256,15.7,139,0,0,0,0,0,0
34950,L56041,L,298.0,309.2,1619,34.7,26,0,0,0,0,0,0
34951,L57001,L,298.5,309.4,1667,35.6,185,0,0,0,0,0,0
34952,L57161,L,298.7,308.5,1353,47.0,171,0,0,0,0,0,0
34953,H38897,H,298.9,309.6,1546,27.7,190,0,0,0,0,0,0
34954,M21722,M,301.1,311.2,1549,49.4,48,0,0,0,0,0,0
34955,L47366,L,298.2,308.4,1402,47.1,63,0,0,0,0,0,0
34956,L49941,L,299.8,309.2,1479,37.6,212,0,0,0,0,0,0
34957,L55295,L,300.4,311.7,1257,59.0,14,0,0,0,0,0,0
34958,L47720,L,297.4,309.4,1688,32.2,94,0,0,0,0,0,0
34959,L50354,L,300.4,309.6,1600,36.1,138,0,0,0,0,0,0
34960,L52399,L,304.2,313.4,1490,37.4,205,0,0,0,0,0,0
34961,L51168,L,302.2,311.3,1471,47.0,66,0,0,0,0,0,0
34962,L49578,L,299.2,308.5,1490,43.2,13,0,0,0,0,0,0
34963,L50335,L,300.4,309.8,1534,37.6,129,0,0,0,0,0,0
34964,L56160,L,296.8,307.6,1615,28.2,105,0,0,0,0,0,0
34965,L49922,L,299.6,309.1,1387,45.3,181,0,0,0,0,0,0
34966,L56187,L,297.4,308.0,1645,35.7,166,0,0,0,0,0,0
34967,L51412,L,302.7,311.1,1455,48.0,55,0,0,0,0,0,0
34968,M17598,M,299.8,309.1,1454,44.4,155,0,0,0,0,0,0
34969,M19878,M,303.7,313.0,1434,36.6,64,0,0,0,0,0,0
34970,H39098,H,298.9,309.9,1488,41.0,32,0,0,0,0,0,0
34971,L54276,L,300.6,310.2,1489,47.8,59,0,0,0,0,0,0
34972,L49055,L,298.3,308.0,1546,36.9,96,0,0,0,0,0,0
34973,M21710,M,301.1,311.7,1535,38.0,192,0,0,0,0,0,0
34974,L53455,L,301.3,310.8,1472,40.7,94,0,0,0,0,0,0
34975,L56741,L,299.6,310.9,1853,23.2,129,0,0,0,0,0,0
34976,L56060,L,298.0,309.2,1458,43.7,5,0,0,0,0,0,0
34977,L56642,L,298.6,309.3,1365,53.0,131,0,0,0,0,0,0
34978,L49086,L,297.9,307.6,1430,52.4,26,0,0,0,0,0,0
34979,M15281,M,297.3,308.2,1667,28.6,148,0,0,0,0,0,0
34980,L50595,L,301.6,310.6,1570,35.9,135,0,0,0,0,0,0
34981,L50202,L,300.5,309.6,1465,42.9,34,0,0,0,0,0,0
34982,L56857,L,299.0,310.1,1488,38.2,15,0,0,0,0,0,0
34983,L54477,L,300.1,310.5,1597,39.8,107,0,0,0,0,0,0
34984,L49052,L,298.3,308.1,1386,58.4,90,0,0,0,0,0,0
34985,H36439,H,300.6,310.3,1474,47.7,139,0,0,0,0,0,0
34986,L55293,L,300.2,311.4,1523,48.2,142,0,0,0,0,0,0
34987,H32392,H,300.5,309.4,1642,36.2,92,0,0,0,0,0,0
34988,M20904,M,300.9,310.4,1297,52.8,181,0,0,0,0,0,0
34989,L57071,L,298.8,309.5,1376,48.1,159,0,0,0,0,0,0
34990,L51202,L,302.1,310.9,1871,23.5,203,0,0,0,0,0,0
34991,L50668,L,301.9,310.9,1648,31.4,9,0,0,0,0,0,0
34992,L47783,L,297.7,309.8,1591,71.6,31,0,0,0,0,0,0
34993,L55958,L,297.5,308.6,1529,41.7,19,0,0,0,0,0,0
34994,M24022,M,297.6,308.7,1509,39.7,166,0,0,0,0,0,0
34995,L48384,L,296.9,308.0,1441,45.8,84,0,0,0,0,0,0
34996,L56638,L,298.4,309.5,1417,40.6,121,0,0,0,0,0,0
34997,L57066,L,298.8,309.5,1781,28.5,145,0,0,0,0,0,0
34998,L55921,L,297.4,308.8,1578,35.5,126,0,0,0,0,0,0
34999,M21856,M,300.6,310.6,1488,38.4,25,0,0,0,0,0,0
35000,L56559,L,297.5,308.3,1566,36.6,108,0,0,0,0,0,0
35001,L54171,L,300.7,311.1,1429,47.3,98,0,0,0,0,0,0
35002,L55562,L,298.9,310.0,1389,27.3,58,0,0,0,0,0,0
35003,L54260,L,300.7,310.4,1543,47.3,153,0,0,0,0,0,0
35004,M20805,M,300.8,310.8,1431,45.5,87,0,0,0,0,0,0
35005,L54515,L,299.7,310.4,1328,49.8,197,0,0,0,0,0,0
35006,M17058,M,299.7,308.9,1446,41.8,155,0,0,0,0,0,0
35007,L50989,L,302.2,310.8,1517,37.6,76,0,0,0,0,0,0
35008,L55708,L,298.4,309.5,1512,35.8,18,0,0,0,0,0,0
35009,L50317,L,300.7,309.9,1615,30.3,0,0,0,0,0,0,0
35010,L50776,L,301.7,310.5,1517,39.0,64,0,0,0,0,0,0
35011,L48984,L,298.1,307.7,1413,50.1,111,0,0,0,0,0,0
35012,L52610,L,302.8,312.5,1518,39.2,44,0,0,0,0,0,0
35013,L50597,L,301.6,310.6,1571,33.7,17,0,0,0,0,0,0
35014,L49207,L,298.7,308.4,1350,55.8,72,0,0,0,0,0,0
35015,M20024,M,304.3,313.5,1452,32.1,86,0,0,0,0,0,0
35016,L55333,L,299.6,310.8,1620,42.4,108,0,0,0,0,0,0
35017,L49246,L,299.6,309.6,1491,40.0,0,0,0,0,0,0,0
35018,L49707,L,298.8,308.6,1425,53.0,53,0,0,0,0,0,0
35019,L51970,L,303.8,312.8,1543,40.8,145,0,0,0,0,0,0
35020,H33150,H,302.2,311.2,1628,30.6,105,0,0,0,0,0,0
35021,L54976,L,300.0,311.5,1825,23.6,90,0,0,0,0,0,0
35022,M19093,M,302.2,310.9,1302,53.4,92,0,0,0,0,0,0
35023,L48318,L,296.9,307.9,1556,41.6,139,0,0,0,0,0,0
35024,L50450,L,301.3,310.0,1634,31.6,195,0,0,0,0,0,0
35025,L53082,L,300.6,310.6,1679,30.5,155,0,0,0,0,0,0
35026,L55348,L,299.6,311.1,1480,45.3,148,0,0,0,0,0,0
35027,L56924,L,298.6,310.1,1393,41.2,158,0,0,0,0,0,0
35028,L50721,L,301.9,310.8,1546,43.4,29,0,0,0,0,0,0
35029,M22134,M,300.2,310.5,1567,34.4,127,0,0,0,0,0,0
35030,L55790,L,297.5,308.5,1561,38.2,0,0,0,0,0,0,0
35031,L49792,L,299.4,309.1,1725,27.9,64,0,0,0,0,0,0
35032,L55086,L,300.9,312.4,1435,43.7,196,0,0,0,0,0,0
35033,L54168,L,300.7,311.1,1457,39.5,165,0,0,0,0,0,0
35034,L52325,L,304.4,313.6,1485,38.9,9,0,0,0,0,0,0
35035,M17338,M,298.9,308.5,1456,50.0,124,0,0,0,0,0,0
35036,M24679,M,298.6,309.4,1572,34.9,17,0,0,0,0,0,0
35037,L47449,L,298.1,308.0,1787,27.8,27,0,0,0,0,0,0
35038,L56410,L,298.2,309.2,1351,52.0,146,0,0,0,0,0,0
35039,M22531,M,300.5,311.7,1530,37.1,210,0,0,0,0,0,0
35040,L53204,L,300.7,310.9,1356,50.0,66,0,0,0,0,0,0
35041,M16603,M,298.0,307.9,1515,41.7,146,0,0,0,0,0,0
35042,M18599,M,302.2,311.4,1679,28.8,67,0,0,0,0,0,0
35043,L51354,L,302.1,310.6,1723,26.4,137,0,0,0,0,0,0
35044,L51071,L,302.5,311.2,1418,44.3,61,0,0,0,0,0,0
35045,L51377,L,302.4,311.0,1573,37.6,18,0,0,0,0,0,0
35046,L51391,L,302.2,310.6,1563,34.6,109,0,0,0,0,0,0
35047,M15838,M,296.2,306.8,1380,57.2,202,0,0,0,0,0,0
35048,L57141,L,298.2,307.9,1452,42.5,139,0,0,0,0,0,0
35049,L57075,L,298.8,309.1,1597,31.2,171,0,0,0,0,0,0
35050,L47716,L,297.5,309.3,1759,30.0,130,0,0,0,0,0,0
35051,L50552,L,301.4,310.8,1431,41.6,21,0,0,0,0,0,0
35052,M21100,M,301.2,310.7,1657,34.1,94,0,0,0,0,0,0
35053,L51746,L,302.8,310.9,1546,37.6,30,0,0,0,0,0,0
35054,M23294,M,298.8,310.0,1449,44.2,195,0,0,0,0,0,0
35055,M20910,M,300.9,311.1,1546,37.7,59,0,0,0,0,0,0
35056,L55900,L,297.3,308.5,1554,36.1,70,0,0,0,0,0,0
35057,L55304,L,300.2,311.4,1368,49.7,32,0,0,0,0,0,0
35058,M15412,M,297.4,309.4,1433,44.2,123,0,0,0,0,0,0
35059,L55161,L,301.0,312.3,1445,45.0,105,0,0,0,0,0,0
35060,L52370,L,304.1,313.3,1456,46.0,126,0,0,0,0,0,0
35061,L49505,L,299.3,308.8,1450,43.9,87,0,0,0,0,0,0
35062,L50943,L,302.3,311.0,1447,47.9,96,0,0,0,0,0,0
35063,L51086,L,302.3,311.2,1399,41.0,112,0,0,0,0,0,0
35064,L56962,L,298.7,309.6,1615,31.6,64,0,0,0,0,0,0
35065,L56319,L,297.5,308.5,1527,36.9,108,0,0,0,0,0,0
35066,L55251,L,300.5,312.0,1429,43.5,106,0,0,0,0,0,0
35067,H38474,H,297.2,308.3,1533,45.8,105,0,0,0,0,0,0
35068,M18754,M,302.3,311.2,1553,38.5,68,0,0,0,0,0,0
35069,L52268,L,304.0,313.2,1765,28.2,179,0,0,0,0,0,0
35070,L50119,L,300.6,309.8,1474,41.4,199,0,0,0,0,0,0
35071,M19598,M,303.3,311.4,1336,58.2,74,0,0,0,0,0,0
35072,L55977,L,297.2,308.5,1506,41.0,26,0,0,0,0,0,0
35073,M24346,M,299.3,310.1,1663,31.6,20,0,0,0,0,0,0
35074,L49410,L,299.5,308.7,1442,44.1,173,0,0,0,0,0,0
35075,L49943,L,299.8,309.6,1491,47.5,216,0,0,0,0,0,0
35076,L48130,L,295.6,306.2,1650,35.6,155,0,0,0,0,0,0
35077,H35166,H,301.7,311.3,1438,48.0,118,0,0,0,0,0,0
35078,L50163,L,300.7,309.5,1405,53.1,189,0,0,0,0,0,0
35079,L47354,L,298.2,308.1,1445,40.0,35,0,0,0,0,0,0
35080,M23588,M,297.2,308.7,1454,52.9,90,0,0,0,0,0,0
35081,M19276,M,302.6,310.5,1336,59.1,153,1,0,1,0,0,0
35082,M20320,M,303.0,312.3,1422,42.6,113,0,0,0,0,0,0
35083,L51377,L,302.4,311.0,1573,35.2,193,0,0,0,0,0,0
35084,L49601,L,299.0,308.2,1436,42.5,23,0,0,0,0,0,0
35085,L55265,L,300.2,311.4,1448,45.3,17,0,0,0,0,0,0
35086,H30694,H,298.3,309.5,1514,41.9,84,0,0,0,0,0,0
35087,M20067,M,303.7,312.7,1548,40.6,154,0,0,0,0,0,0
35088,L56474,L,298.1,309.0,1487,38.1,137,0,0,0,0,0,0
35089,L55257,L,300.3,311.9,1499,42.2,121,0,0,0,0,0,0
35090,M22617,M,300.3,311.7,1496,28.3,193,0,0,0,0,0,0
35091,L50276,L,299.9,309.2,1496,39.4,124,0,0,0,0,0,0
35092,M18132,M,301.3,310.0,1521,38.4,210,0,0,0,0,0,0
35093,L57011,L,298.3,309.2,1559,35.4,123,0,0,0,0,0,0
35094,L54266,L,300.6,310.4,1399,47.0,104,0,0,0,0,0,0
35095,L53586,L,300.2,309.8,1426,50.4,108,0,0,0,0,0,0
35096,M16657,M,298.2,307.9,1549,40.6,89,0,0,0,0,0,0
35097,L56991,L,298.3,309.1,1441,43.6,155,0,0,0,0,0,0
35098,L55162,L,301.0,312.3,1618,34.3,96,0,0,0,0,0,0
35099,L47743,L,297.5,309.6,1432,44.2,9,0,0,0,0,0,0
35100,M22542,M,300.7,311.7,1412,42.7,219,0,0,0,0,0,0
35101,M15547,M,297.7,309.0,1639,32.6,50,0,0,0,0,0,0
35102,L51026,L,302.3,311.6,1800,23.0,135,0,0,0,0,0,0
35103,M20193,M,303.5,312.6,1405,43.0,62,0,0,0,0,0,0
35104,L54274,L,300.6,310.2,1488,39.1,166,0,0,0,0,0,0
35105,L54602,L,300.0,311.2,1427,43.6,95,0,0,0,0,0,0
35106,L47975,L,296.9,307.8,1530,37.0,55,0,0,0,0,0,0
35107,L55267,L,300.1,311.4,1603,28.9,147,0,0,0,0,0,0
35108,H38482,H,297.1,308.2,1487,39.2,124,0,0,0,0,0,0
35109,L52998,L,301.3,311.0,1558,34.3,206,0,0,0,0,0,0
35110,L55046,L,300.5,311.8,1551,36.5,39,0,0,0,0,0,0
35111,L51153,L,302.3,311.4,1456,48.8,114,0,0,0,0,0,0
35112,L54924,L,300.4,311.8,1523,39.0,160,0,0,0,0,0,0
35113,L52757,L,302.4,312.0,1674,30.4,28,0,0,0,0,0,0
35114,M17359,M,299.1,308.6,1367,53.0,220,0,0,0,0,0,0
35115,L48613,L,298.8,309.8,1363,44.0,157,0,0,0,0,0,0
35116,M18879,M,302.0,310.9,1505,35.9,150,0,0,0,0,0,0
35117,L50965,L,302.3,311.0,1474,40.0,174,0,0,0,0,0,0
35118,M16914,M,299.6,309.4,1605,37.4,142,0,0,0,0,0,0
35119,M20054,M,303.9,313.1,1736,32.4,108,0,0,0,0,0,0
35120,L53213,L,300.6,310.8,1493,38.5,91,0,0,0,0,0,0
35121,L50280,L,299.8,309.1,1578,30.3,89,0,0,0,0,0,0
35122,L51922,L,303.3,311.3,1512,35.8,12,0,0,0,0,0,0
35123,L48642,L,298.8,310.2,1430,43.5,103,0,0,0,0,0,0
35124,L47311,L,298.8,308.4,1475,43.5,137,0,0,0,0,0,0
35125,M22212,M,299.7,310.2,1440,42.8,94,0,0,0,0,0,0
35126,L49082,L,298.0,307.7,1804,26.0,174,0,0,0,0,0,0
35127,L54138,L,300.6,311.0,1486,39.5,87,0,0,0,0,0,0
35128,L49216,L,298.8,308.7,1679,28.5,79,0,0,0,0,0,0
35129,L52722,L,302.3,311.7,1355,50.9,136,0,0,0,0,0,0
35130,M23243,M,298.8,309.9,1559,36.1,60,0,0,0,0,0,0
35131,L49716,L,299.2,309.0,1496,35.1,153,0,0,0,0,0,0
35132,L51955,L,303.4,312.1,1634,33.7,81,0,0,0,0,0,1
35133,L51780,L,303.0,310.6,1295,61.2,107,1,0,1,0,0,0
35134,L51242,L,302.0,310.9,1409,44.0,64,0,0,0,0,0,0
35135,L54358,L,300.2,310.2,1530,35.8,5,0,0,0,0,0,0
35136,L51373,L,302.4,310.1,1563,40.3,186,0,0,0,0,0,0
35137,M18795,M,302.6,311.6,1227,68.2,26,1,0,0,0,0,0
35138,M16381,M,298.2,308.9,1585,35.7,33,0,0,0,0,0,0
35139,L49827,L,299.8,309.6,1408,45.6,156,0,0,0,0,0,0
35140,L55467,L,298.9,310.6,1730,28.6,7,0,0,0,0,0,0
35141,L49328,L,299.3,308.9,1573,37.7,196,0,0,0,0,0,0
35142,H36507,H,300.6,310.1,1420,48.3,12,0,0,0,0,0,0
35143,M24445,M,299.3,310.5,1608,33.6,19,0,0,0,0,0,0
35144,L51697,L,302.5,310.2,1420,53.6,121,0,0,0,0,0,0
35145,L49412,L,299.5,308.6,2071,19.3,177,0,0,0,0,0,0
35146,L52887,L,302.4,311.7,1603,32.4,141,0,0,0,0,0,0
35147,L48970,L,298.1,307.9,1450,44.0,71,0,0,0,0,0,0
35148,L55779,L,297.6,308.4,1449,40.3,195,0,0,0,0,0,0
35149,L51733,L,302.6,310.5,1556,36.9,0,0,0,0,0,0,0
35150,L49265,L,299.4,309.3,1544,46.7,7,0,0,0,0,0,0
35151,M18837,M,302.2,311.3,1664,28.4,91,0,0,0,0,0,0
35152,M22501,M,300.4,311.6,1393,57.3,116,0,0,0,0,0,0
35153,L53846,L,301.3,310.4,1366,51.4,199,0,0,0,0,0,0
35154,M17095,M,299.5,308.6,1455,42.7,183,0,0,0,0,0,0
35155,L51310,L,301.7,310.1,1834,23.8,24,0,0,0,0,0,0
35156,L50944,L,302.4,311.2,1495,36.5,148,0,0,0,0,0,0
35157,M20755,M,301.2,311.0,1474,40.3,176,0,0,0,0,0,0
35158,L52840,L,302.2,311.4,1477,37.2,15,0,0,0,0,0,0
35159,L56873,L,299.0,310.0,1786,25.7,130,0,0,0,0,0,0
35160,L48770,L,298.1,308.6,1762,27.0,2,0,0,0,0,0,0
35161,L53818,L,301.5,310.5,1472,40.0,98,0,0,0,0,0,0
35162,L51421,L,302.4,311.0,1501,42.8,86,0,0,0,0,0,0
35163,L55526,L,298.7,309.7,1382,51.9,179,0,0,0,0,0,0
35164,H31859,H,299.2,308.6,1623,33.3,49,0,0,0,0,0,0
35165,L49192,L,298.6,308.4,1398,48.5,36,0,0,0,0,0,0
35166,L48624,L,298.7,310.2,1477,37.9,60,0,0,0,0,0,0
35167,M24566,M,299.0,310.0,1574,33.3,110,0,0,0,0,0,0
35168,L48777,L,297.9,308.3,1531,41.7,2,0,0,0,0,0,0
35169,L51183,L,302.5,311.3,1510,46.6,139,0,0,0,0,0,0
35170,H38653,H,298.2,308.8,1436,39.9,180,0,0,0,0,0,0
35171,L56468,L,298.2,308.9,1526,35.0,100,0,0,0,0,0,0
35172,L51168,L,302.2,311.3,1354,55.2,118,0,0,0,0,0,0
35173,L56562,L,298.0,308.6,1472,42.2,59,0,0,0,0,0,0
35174,L49795,L,299.4,309.0,1419,36.9,49,0,0,0,0,0,0
35175,L56851,L,299.0,310.2,1441,43.4,24,0,0,0,0,0,0
35176,M18391,M,301.9,310.9,1641,31.2,0,0,0,0,0,0,0
35177,L51684,L,302.4,310.1,1520,46.8,181,0,0,0,0,0,0
35178,L47342,L,298.3,308.1,1446,48.7,0,0,0,0,0,0,0
35179,L47809,L,298.3,310.1,1498,46.7,99,0,0,0,0,0,0
35180,L51486,L,301.6,310.0,1541,22.9,18,0,0,0,0,0,0
35181,L54919,L,300.4,311.7,1417,50.5,208,0,0,0,0,0,0
35182,L49623,L,299.1,308.5,1447,45.7,185,0,0,0,0,0,0
35183,L55237,L,300.2,311.5,1496,45.5,67,0,0,0,0,0,0
35184,L54162,L,300.8,311.3,1440,51.1,148,0,0,0,0,0,0
35185,L47894,L,297.4,308.6,1564,38.5,116,0,0,0,0,0,0
35186,L55076,L,300.8,312.6,1512,40.6,130,0,0,0,0,0,0
35187,L55467,L,298.9,310.6,1365,51.4,70,0,0,0,0,0,0
35188,L53038,L,301.3,311.0,1609,31.9,44,0,0,0,0,0,0
35189,L50992,L,302.0,311.2,1627,32.0,84,0,0,0,0,0,0
35190,L49340,L,299.4,309.0,1400,47.0,181,0,0,0,0,0,0
35191,L48773,L,298.1,308.0,1594,33.9,213,0,0,0,0,0,0
35192,L53593,L,300.4,310.1,1589,33.5,146,0,0,0,0,0,0
35193,L50426,L,301.0,309.3,1366,42.0,6,0,0,0,0,0,0
35194,M16565,M,298.3,307.8,1608,32.6,92,0,0,0,0,0,0
35195,L56472,L,298.1,308.8,1452,37.5,37,0,0,0,0,0,0
35196,H36734,H,299.8,310.4,1411,28.0,172,0,0,0,0,0,0
35197,L56160,L,297.0,307.7,1410,47.3,131,0,0,0,0,0,0
35198,L53380,L,301.0,310.9,1515,40.6,24,0,0,0,0,0,0
35199,L52821,L,302.4,312.0,1573,34.9,184,0,0,0,0,0,0
35200,L47378,L,298.4,308.5,1588,51.4,99,0,0,0,0,0,0
35201,M20261,M,302.6,312.3,1441,48.5,48,0,0,0,0,0,0
35202,M17121,M,299.1,308.6,1535,32.1,45,0,0,0,0,0,0
35203,L50735,L,301.8,310.7,2280,16.6,64,0,0,0,0,0,0
35204,L49948,L,300.0,309.5,1555,38.1,11,0,0,0,0,0,0
35205,L56310,L,297.6,308.6,1431,39.2,146,0,0,0,0,0,0
35206,M24566,M,299.0,310.1,1401,54.0,84,0,0,0,0,0,0
35207,L56500,L,298.5,309.4,1496,43.1,166,0,0,0,0,0,0
35208,L53153,L,300.7,310.5,1610,33.3,0,0,0,0,0,0,0
35209,L50679,L,301.9,311.0,1604,33.2,130,0,0,0,0,0,0
35210,M16710,M,297.7,307.2,1476,39.5,32,0,0,0,0,0,0
35211,L57046,L,299.0,309.9,1411,44.1,92,0,0,0,0,0,1
35212,L54212,L,300.7,310.9,1723,30.6,62,0,0,0,0,0,0
35213,L54349,L,300.4,310.2,1501,52.3,2,0,0,0,0,0,0
35214,M24550,M,298.6,309.5,1483,43.2,92,0,0,0,0,0,0
35215,L47833,L,297.8,309.1,1450,43.9,163,0,0,0,0,0,0
35216,L52042,L,303.5,312.1,1946,21.1,114,0,0,0,0,0,0
35217,M20067,M,303.9,312.7,1341,50.3,146,0,0,0,0,0,0
35218,L56208,L,297.4,308.3,1476,48.7,24,0,0,0,0,0,0
35219,L51640,L,302.6,311.2,1744,31.4,197,0,0,0,0,0,0
35220,L53210,L,300.7,310.8,1470,39.0,153,0,0,0,0,0,0
35221,L48601,L,298.8,309.9,1761,26.3,71,0,0,0,0,0,0
35222,L55275,L,300.2,311.6,1352,61.8,171,1,0,0,0,1,0
35223,L50922,L,302.3,311.0,1551,36.5,0,0,0,0,0,0,0
35224,M19416,M,302.7,310.6,1517,41.2,127,0,0,0,0,0,0
35225,L50489,L,301.3,310.4,1384,50.1,88,0,0,0,0,0,1
35226,L54616,L,300.3,311.6,1392,55.2,75,0,0,0,0,0,0
35227,M16963,M,299.3,309.1,1376,51.3,49,0,0,0,0,0,0
35228,M23812,M,297.3,308.0,1478,42.5,56,0,0,0,0,0,0
35229,L49550,L,299.2,308.7,1567,36.9,0,0,0,0,0,0,0
35230,L56466,L,298.3,309.1,1353,47.0,80,0,0,0,0,0,0
35231,L54228,L,300.6,310.4,2007,46.8,94,0,0,0,0,0,0
35232,M24162,M,298.1,308.9,1472,43.2,115,0,0,0,0,0,0
35233,L50700,L,301.7,310.6,1451,44.1,148,0,0,0,0,0,0
35234,L51203,L,302.0,311.0,1364,48.1,205,0,0,0,0,0,0
35235,L53273,L,301.0,310.8,1403,47.7,17,0,0,0,0,0,0
35236,L56591,L,298.0,308.4,1404,35.6,201,0,0,0,0,0,0
35237,H33361,H,302.2,311.3,1510,37.1,10,0,0,0,0,0,0
35238,M22332,M,300.0,311.4,1742,26.9,119,0,0,0,0,0,0
35239,M23197,M,298.8,309.8,1435,48.7,149,0,0,0,0,0,0
35240,L55418,L,299.1,310.4,1359,55.6,92,0,0,0,0,0,0
35241,L53904,L,301.5,310.8,1433,47.7,112,0,0,0,0,0,0
35242,L49449,L,299.6,308.8,1636,32.2,65,0,0,0,0,0,0
35243,H30102,H,297.6,309.0,1735,26.4,98,0,0,0,0,0,0
35244,L52166,L,303.7,312.9,1502,40.5,148,0,0,0,0,0,0
35245,L47240,L,298.8,309.0,1540,53.9,12,0,0,0,0,0,0
35246,M19098,M,302.3,311.0,1362,45.6,0,1,0,1,0,0,0
35247,H38719,H,298.2,309.0,1471,51.0,115,0,0,0,0,0,0
35248,L47406,L,298.3,308.3,1304,55.2,146,0,0,0,0,0,0
35249,L55233,L,300.2,311.5,1471,42.6,60,0,0,0,0,0,0
35250,M20654,M,302.4,311.8,1379,50.5,150,0,0,0,0,0,0
35251,M18727,M,302.7,311.6,2709,43.2,2,0,0,0,0,0,0
35252,L53162,L,300.7,310.7,1574,35.7,171,0,0,0,0,0,0
35253,L50142,L,300.7,309.5,1533,39.9,59,0,0,0,0,0,0
35254,L55800,L,297.6,308.3,1819,22.8,4,0,0,0,0,0,0
35255,M23173,M,298.8,310.0,1455,44.9,173,0,0,0,0,0,0
35256,L53637,L,300.7,310.1,1566,38.8,158,0,0,0,0,0,0
35257,H32920,H,301.9,311.0,1432,45.1,152,0,0,0,0,0,0
35258,L56424,L,298.3,309.0,1767,27.3,168,0,0,0,0,0,0
35259,L47184,L,298.2,308.7,1602,31.5,7,0,0,0,0,0,0
35260,L52520,L,303.5,312.8,1524,44.8,104,0,0,0,0,0,0
35261,L54071,L,300.9,311.5,1488,41.3,195,0,0,0,0,0,0
35262,L56212,L,297.4,308.4,1723,38.2,0,0,0,0,0,0,0
35263,M15975,M,296.9,307.8,1540,36.1,84,0,0,0,0,0,0
35264,L47334,L,298.4,308.2,1546,33.7,196,0,0,0,0,0,0
35265,L53191,L,300.8,310.8,1564,44.1,31,0,0,0,0,0,0
35266,L53981,L,301.1,310.7,1615,36.4,24,0,0,0,0,0,0
35267,M15033,M,298.1,308.0,1754,26.9,77,0,0,0,0,0,0
35268,M23164,M,298.7,310.1,1694,30.3,127,0,0,0,0,0,0
35269,L49079,L,297.8,307.5,1388,42.3,159,0,0,0,0,0,0
35270,L54554,L,299.5,310.0,1553,38.0,176,0,0,0,0,0,0
35271,L52454,L,303.6,313.0,1469,44.8,124,0,0,0,0,0,0
35272,L51892,L,303.4,311.8,1569,34.3,171,0,0,0,0,0,0
35273,L54863,L,300.7,311.7,1386,43.5,92,0,0,0,0,0,0
35274,L54908,L,300.5,311.9,1533,42.8,119,0,0,0,0,0,0
35275,L55789,L,297.4,308.3,1475,36.5,222,0,0,0,0,0,0
35276,L48175,L,296.3,307.3,1465,48.3,17,0,0,0,0,0,0
35277,L49935,L,299.7,309.2,1772,25.7,199,0,0,0,0,0,0
35278,L56893,L,299.1,309.9,1496,44.8,18,0,0,0,0,0,0
35279,L51023,L,302.3,311.2,1421,60.1,167,0,0,0,0,0,0
35280,L54865,L,300.7,311.7,1486,43.5,100,0,0,0,0,0,0
35281,L51028,L,302.3,310.9,1419,48.7,127,0,0,0,0,0,0
35282,L55145,L,301.1,312.3,1526,37.2,54,0,0,0,0,0,0
35283,L49794,L,299.3,309.1,1525,36.8,62,0,0,0,0,0,0
35284,H32915,H,301.9,311.1,1486,42.3,37,0,0,0,0,0,0
35285,M21505,M,301.3,310.4,1394,46.6,144,0,0,0,0,0,0
35286,L55886,L,297.5,308.6,1335,53.0,39,0,0,0,0,0,0
35287,M17463,M,299.3,309.2,1334,40.6,31,0,0,0,0,0,0
35288,M20651,M,301.4,311.0,1334,53.3,157,0,0,0,0,0,0
